pack,title,slug,category,suggested_visual,visual_safety_rule,id,image_type,brief,copyright_status,recommended_visual,must_avoid,source_status,notes,description,licensing_note,route,image_brief,recommended_style,copyright_note
Critical Care Essentials,Oxygenation vs Ventilation,oxygenation-vs-ventilation,,,,,,,,Oxygenation vs ventilation diagram or ventilator waveform schematic,,IMAGE_BRIEF_ONLY,Use verified/licensed visuals during website phase.,,,,,,
Critical Care Essentials,Hemodynamic Monitoring,hemodynamic-monitoring,,,,,,,,Simple schematic: ED monitor + physiologic threat icons,,IMAGE_BRIEF_ONLY,Use verified/licensed visuals during website phase.,,,,,,
Critical Care Essentials,Critical Labs and Patterns,critical-labs-and-patterns,,,,,,,,Simple schematic: ED monitor + physiologic threat icons,,IMAGE_BRIEF_ONLY,Use verified/licensed visuals during website phase.,,,,,,
Critical Care Essentials,POCUS for the Crashing Patient,pocus-for-the-crashing-patient,,,,,,,,Simple schematic: ED monitor + physiologic threat icons,,IMAGE_BRIEF_ONLY,Use verified/licensed visuals during website phase.,,,,,,
Critical Care Essentials,Vasopressor Thinking,vasopressor-thinking,,,,,,,,Simple schematic: ED monitor + physiologic threat icons,,IMAGE_BRIEF_ONLY,Use verified/licensed visuals during website phase.,,,,,,
Critical Care Essentials,"Fluids, Blood, and Perfusion",fluids-blood-and-perfusion,,,,,,,,Simple schematic: ED monitor + physiologic threat icons,,IMAGE_BRIEF_ONLY,Use verified/licensed visuals during website phase.,,,,,,
Critical Care Essentials,Critical Handover and Disposition,critical-handover-and-disposition,,,,,,,,Simple schematic: ED monitor + physiologic threat icons,,IMAGE_BRIEF_ONLY,Use verified/licensed visuals during website phase.,,,,,,
Critical Care Essentials,Undifferentiated Shock,undifferentiated-shock,,,,,,,,Shock physiology map with four categories and bedside clues,,IMAGE_BRIEF_ONLY,Use verified/licensed visuals during website phase.,,,,,,
Critical Care Essentials,Septic Shock,septic-shock,,,,,,,,Shock physiology map with four categories and bedside clues,,IMAGE_BRIEF_ONLY,Use verified/licensed visuals during website phase.,,,,,,
Critical Care Essentials,Cardiogenic Shock,cardiogenic-shock,,,,,,,,Shock physiology map with four categories and bedside clues,,IMAGE_BRIEF_ONLY,Use verified/licensed visuals during website phase.,,,,,,
Critical Care Essentials,Obstructive Shock,obstructive-shock,,,,,,,,Shock physiology map with four categories and bedside clues,,IMAGE_BRIEF_ONLY,Use verified/licensed visuals during website phase.,,,,,,
Critical Care Essentials,Hypovolemic Shock,hypovolemic-shock,,,,,,,,Shock physiology map with four categories and bedside clues,,IMAGE_BRIEF_ONLY,Use verified/licensed visuals during website phase.,,,,,,
Critical Care Essentials,Hemorrhagic Shock,hemorrhagic-shock,,,,,,,,Shock physiology map with four categories and bedside clues,,IMAGE_BRIEF_ONLY,Use verified/licensed visuals during website phase.,,,,,,
Critical Care Essentials,Anaphylactic Shock,anaphylactic-shock,,,,,,,,Shock physiology map with four categories and bedside clues,,IMAGE_BRIEF_ONLY,Use verified/licensed visuals during website phase.,,,,,,
Critical Care Essentials,Neurogenic Shock,neurogenic-shock,,,,,,,,Shock physiology map with four categories and bedside clues,,IMAGE_BRIEF_ONLY,Use verified/licensed visuals during website phase.,,,,,,
Critical Care Essentials,Post-Intubation Hypotension,post-intubation-hypotension,,,,,,,,Simple schematic: ED monitor + physiologic threat icons,,IMAGE_BRIEF_ONLY,Use verified/licensed visuals during website phase.,,,,,,
Critical Care Essentials,Massive Pulmonary Embolism With Shock,massive-pulmonary-embolism-with-shock,,,,,,,,Shock physiology map with four categories and bedside clues,,IMAGE_BRIEF_ONLY,Use verified/licensed visuals during website phase.,,,,,,
Critical Care Essentials,Cardiac Tamponade,cardiac-tamponade,,,,,,,,Rhythm/perfusion concept diagram; no proprietary ECG unless licensed,,IMAGE_BRIEF_ONLY,Use verified/licensed visuals during website phase.,,,,,,
Critical Care Essentials,Tension Pneumothorax,tension-pneumothorax,,,,,,,,Simple schematic: ED monitor + physiologic threat icons,,IMAGE_BRIEF_ONLY,Use verified/licensed visuals during website phase.,,,,,,
Critical Care Essentials,Acute Pulmonary Edema,acute-pulmonary-edema,,,,,,,,Simple schematic: ED monitor + physiologic threat icons,,IMAGE_BRIEF_ONLY,Use verified/licensed visuals during website phase.,,,,,,
Critical Care Essentials,Acute Hypoxemic Respiratory Failure,acute-hypoxemic-respiratory-failure,,,,,,,,Oxygenation vs ventilation diagram or ventilator waveform schematic,,IMAGE_BRIEF_ONLY,Use verified/licensed visuals during website phase.,,,,,,
Critical Care Essentials,Hypercapnic Respiratory Failure,hypercapnic-respiratory-failure,,,,,,,,Oxygenation vs ventilation diagram or ventilator waveform schematic,,IMAGE_BRIEF_ONLY,Use verified/licensed visuals during website phase.,,,,,,
Critical Care Essentials,Severe Asthma,severe-asthma,,,,,,,,Simple schematic: ED monitor + physiologic threat icons,,IMAGE_BRIEF_ONLY,Use verified/licensed visuals during website phase.,,,,,,
Critical Care Essentials,COPD Exacerbation With Respiratory Failure,copd-exacerbation-with-respiratory-failure,,,,,,,,Oxygenation vs ventilation diagram or ventilator waveform schematic,,IMAGE_BRIEF_ONLY,Use verified/licensed visuals during website phase.,,,,,,
Critical Care Essentials,ARDS Recognition,ards-recognition,,,,,,,,Simple schematic: ED monitor + physiologic threat icons,,IMAGE_BRIEF_ONLY,Use verified/licensed visuals during website phase.,,,,,,
Critical Care Essentials,Noninvasive Ventilation Failure,noninvasive-ventilation-failure,,,,,,,,Oxygenation vs ventilation diagram or ventilator waveform schematic,,IMAGE_BRIEF_ONLY,Use verified/licensed visuals during website phase.,,,,,,
Critical Care Essentials,Mechanical Ventilation Basics,mechanical-ventilation-basics,,,,,,,,Oxygenation vs ventilation diagram or ventilator waveform schematic,,IMAGE_BRIEF_ONLY,Use verified/licensed visuals during website phase.,,,,,,
Critical Care Essentials,Ventilator Alarms,ventilator-alarms,,,,,,,,Simple schematic: ED monitor + physiologic threat icons,,IMAGE_BRIEF_ONLY,Use verified/licensed visuals during website phase.,,,,,,
Critical Care Essentials,Ventilator-Associated Hypotension,ventilator-associated-hypotension,,,,,,,,Simple schematic: ED monitor + physiologic threat icons,,IMAGE_BRIEF_ONLY,Use verified/licensed visuals during website phase.,,,,,,
Critical Care Essentials,Oxygen Delivery Devices,oxygen-delivery-devices,,,,,,,,Oxygenation vs ventilation diagram or ventilator waveform schematic,,IMAGE_BRIEF_ONLY,Use verified/licensed visuals during website phase.,,,,,,
Critical Care Essentials,Capnography in Critical Care,capnography-in-critical-care,,,,,,,,Simple schematic: ED monitor + physiologic threat icons,,IMAGE_BRIEF_ONLY,Use verified/licensed visuals during website phase.,,,,,,
Critical Care Essentials,Severe Sepsis Recognition,severe-sepsis-recognition,,,,,,,,Simple schematic: ED monitor + physiologic threat icons,,IMAGE_BRIEF_ONLY,Use verified/licensed visuals during website phase.,,,,,,
Critical Care Essentials,DKA Critical Care Pattern,dka-critical-care-pattern,,,,,,,,Metabolic emergency flow diagram; avoid fixed treatment doses,,IMAGE_BRIEF_ONLY,Use verified/licensed visuals during website phase.,,,,,,
Critical Care Essentials,HHS Critical Care Pattern,hhs-critical-care-pattern,,,,,,,,Metabolic emergency flow diagram; avoid fixed treatment doses,,IMAGE_BRIEF_ONLY,Use verified/licensed visuals during website phase.,,,,,,
Critical Care Essentials,Hypoglycemic Coma,hypoglycemic-coma,,,,,,,,Simple schematic: ED monitor + physiologic threat icons,,IMAGE_BRIEF_ONLY,Use verified/licensed visuals during website phase.,,,,,,
Critical Care Essentials,Hyperkalemia Crisis,hyperkalemia-crisis,,,,,,,,Metabolic emergency flow diagram; avoid fixed treatment doses,,IMAGE_BRIEF_ONLY,Use verified/licensed visuals during website phase.,,,,,,
Critical Care Essentials,Severe Hyponatremia,severe-hyponatremia,,,,,,,,Simple schematic: ED monitor + physiologic threat icons,,IMAGE_BRIEF_ONLY,Use verified/licensed visuals during website phase.,,,,,,
Critical Care Essentials,Hypernatremia,hypernatremia,,,,,,,,Simple schematic: ED monitor + physiologic threat icons,,IMAGE_BRIEF_ONLY,Use verified/licensed visuals during website phase.,,,,,,
Critical Care Essentials,Severe Metabolic Acidosis,severe-metabolic-acidosis,,,,,,,,Simple schematic: ED monitor + physiologic threat icons,,IMAGE_BRIEF_ONLY,Use verified/licensed visuals during website phase.,,,,,,
Critical Care Essentials,Lactic Acidosis,lactic-acidosis,,,,,,,,Simple schematic: ED monitor + physiologic threat icons,,IMAGE_BRIEF_ONLY,Use verified/licensed visuals during website phase.,,,,,,
Critical Care Essentials,Status Epilepticus,status-epilepticus,,,,,,,,Simple schematic: ED monitor + physiologic threat icons,,IMAGE_BRIEF_ONLY,Use verified/licensed visuals during website phase.,,,,,,
Critical Care Essentials,Raised Intracranial Pressure,raised-intracranial-pressure,,,,,,,,Simple schematic: ED monitor + physiologic threat icons,,IMAGE_BRIEF_ONLY,Use verified/licensed visuals during website phase.,,,,,,
Critical Care Essentials,Intracranial Hemorrhage Stabilization,intracranial-hemorrhage-stabilization,,,,,,,,Simple schematic: ED monitor + physiologic threat icons,,IMAGE_BRIEF_ONLY,Use verified/licensed visuals during website phase.,,,,,,
Critical Care Essentials,Acute Ischemic Stroke Critical Triage,acute-ischemic-stroke-critical-triage,,,,,,,,Simple schematic: ED monitor + physiologic threat icons,,IMAGE_BRIEF_ONLY,Use verified/licensed visuals during website phase.,,,,,,
Critical Care Essentials,Coma Approach,coma-approach,,,,,,,,Simple schematic: ED monitor + physiologic threat icons,,IMAGE_BRIEF_ONLY,Use verified/licensed visuals during website phase.,,,,,,
Critical Care Essentials,Delirium vs Toxic-Metabolic Encephalopathy,delirium-vs-toxic-metabolic-encephalopathy,,,,,,,,Simple schematic: ED monitor + physiologic threat icons,,IMAGE_BRIEF_ONLY,Use verified/licensed visuals during website phase.,,,,,,
Critical Care Essentials,Unstable Bradycardia,unstable-bradycardia,,,,,,,,Rhythm/perfusion concept diagram; no proprietary ECG unless licensed,,IMAGE_BRIEF_ONLY,Use verified/licensed visuals during website phase.,,,,,,
Critical Care Essentials,Unstable Tachyarrhythmia,unstable-tachyarrhythmia,,,,,,,,Rhythm/perfusion concept diagram; no proprietary ECG unless licensed,,IMAGE_BRIEF_ONLY,Use verified/licensed visuals during website phase.,,,,,,
Critical Care Essentials,Peri-Arrest Patient,peri-arrest-patient,,,,,,,,Simple schematic: ED monitor + physiologic threat icons,,IMAGE_BRIEF_ONLY,Use verified/licensed visuals during website phase.,,,,,,
Critical Care Essentials,Post-Cardiac Arrest Care,post-cardiac-arrest-care,,,,,,,,Rhythm/perfusion concept diagram; no proprietary ECG unless licensed,,IMAGE_BRIEF_ONLY,Use verified/licensed visuals during website phase.,,,,,,
Critical Care Essentials,Massive GI Bleed With Shock,massive-gi-bleed-with-shock,,,,,,,,Shock physiology map with four categories and bedside clues,,IMAGE_BRIEF_ONLY,Use verified/licensed visuals during website phase.,,,,,,
Critical Care Essentials,Acute Liver Failure,acute-liver-failure,,,,,,,,Simple schematic: ED monitor + physiologic threat icons,,IMAGE_BRIEF_ONLY,Use verified/licensed visuals during website phase.,,,,,,
Critical Care Essentials,Acute Kidney Injury With Instability,acute-kidney-injury-with-instability,,,,,,,,Simple schematic: ED monitor + physiologic threat icons,,IMAGE_BRIEF_ONLY,Use verified/licensed visuals during website phase.,,,,,,
Critical Care Essentials,Rhabdomyolysis Critical Concerns,rhabdomyolysis-critical-concerns,,,,,,,,Simple schematic: ED monitor + physiologic threat icons,,IMAGE_BRIEF_ONLY,Use verified/licensed visuals during website phase.,,,,,,
Critical Care Essentials,Thyroid Storm,thyroid-storm,,,,,,,,Simple schematic: ED monitor + physiologic threat icons,,IMAGE_BRIEF_ONLY,Use verified/licensed visuals during website phase.,,,,,,
Critical Care Essentials,Adrenal Crisis,adrenal-crisis,,,,,,,,Simple schematic: ED monitor + physiologic threat icons,,IMAGE_BRIEF_ONLY,Use verified/licensed visuals during website phase.,,,,,,
Critical Care Essentials,Severe Hypothermia,severe-hypothermia,,,,,,,,Simple schematic: ED monitor + physiologic threat icons,,IMAGE_BRIEF_ONLY,Use verified/licensed visuals during website phase.,,,,,,
Critical Care Essentials,Heat Stroke,heat-stroke,,,,,,,,Simple schematic: ED monitor + physiologic threat icons,,IMAGE_BRIEF_ONLY,Use verified/licensed visuals during website phase.,,,,,,
Critical Care Essentials,Immunocompromised Sepsis,immunocompromised-sepsis,,,,,,,,Simple schematic: ED monitor + physiologic threat icons,,IMAGE_BRIEF_ONLY,Use verified/licensed visuals during website phase.,,,,,,
"Airway, Intubation & Ventilator Essentials",Airway Mindset in the Emergency Department,airway-mindset,,,,,Airway anatomy / decision-flow schematic,,,,,,,"Original educational drawing: airway positioning, BVM seal, tube confirmation, or failed airway flow.",Use original SEG illustrations or licensed/open images only; avoid copyrighted textbook screenshots.,,,,
"Airway, Intubation & Ventilator Essentials",Oxygenation vs Ventilation,oxygenation-vs-ventilation,,,,,Airway anatomy / decision-flow schematic,,,,,,,"Original educational drawing: airway positioning, BVM seal, tube confirmation, or failed airway flow.",Use original SEG illustrations or licensed/open images only; avoid copyrighted textbook screenshots.,,,,
"Airway, Intubation & Ventilator Essentials",Basic Airway Maneuvers,basic-airway-maneuvers,,,,,Airway anatomy / decision-flow schematic,,,,,,,"Original educational drawing: airway positioning, BVM seal, tube confirmation, or failed airway flow.",Use original SEG illustrations or licensed/open images only; avoid copyrighted textbook screenshots.,,,,
"Airway, Intubation & Ventilator Essentials",BVM Thinking and Mask Seal,bvm-thinking-and-mask-seal,,,,,Airway anatomy / decision-flow schematic,,,,,,,"Original educational drawing: airway positioning, BVM seal, tube confirmation, or failed airway flow.",Use original SEG illustrations or licensed/open images only; avoid copyrighted textbook screenshots.,,,,
"Airway, Intubation & Ventilator Essentials",Preoxygenation and Denitrogenation,preoxygenation-denitrogenation,,,,,Airway anatomy / decision-flow schematic,,,,,,,"Original educational drawing: airway positioning, BVM seal, tube confirmation, or failed airway flow.",Use original SEG illustrations or licensed/open images only; avoid copyrighted textbook screenshots.,,,,
"Airway, Intubation & Ventilator Essentials",Apneic Oxygenation,apneic-oxygenation,,,,,Airway anatomy / decision-flow schematic,,,,,,,"Original educational drawing: airway positioning, BVM seal, tube confirmation, or failed airway flow.",Use original SEG illustrations or licensed/open images only; avoid copyrighted textbook screenshots.,,,,
"Airway, Intubation & Ventilator Essentials",Difficult Airway Prediction,difficult-airway-prediction,,,,,Airway anatomy / decision-flow schematic,,,,,,,"Original educational drawing: airway positioning, BVM seal, tube confirmation, or failed airway flow.",Use original SEG illustrations or licensed/open images only; avoid copyrighted textbook screenshots.,,,,
"Airway, Intubation & Ventilator Essentials",RSI Overview,rsi-overview,,,,,RSI medication/sequence card,,,,,,,"Original infographic showing medication role, caution, and verification status.",Use original SEG illustrations or licensed/open images only; avoid copyrighted textbook screenshots.,,,,
"Airway, Intubation & Ventilator Essentials",Post-Intubation Confirmation,post-intubation-confirmation,,,,,Airway anatomy / decision-flow schematic,,,,,,,"Original educational drawing: airway positioning, BVM seal, tube confirmation, or failed airway flow.",Use original SEG illustrations or licensed/open images only; avoid copyrighted textbook screenshots.,,,,
"Airway, Intubation & Ventilator Essentials",Ventilator First Look,ventilator-first-look,,,,,Ventilator waveform / settings schematic,,,,,,,"Simple original schematic: ventilator mode/settings panel, pressure/flow waveform, or alarm workflow.",Use original SEG illustrations or licensed/open images only; avoid copyrighted textbook screenshots.,,,,
"Airway, Intubation & Ventilator Essentials",Need for an Artificial Airway,need-for-artificial-airway,,,,,Airway anatomy / decision-flow schematic,,,,,,,"Original educational drawing: airway positioning, BVM seal, tube confirmation, or failed airway flow.",Use original SEG illustrations or licensed/open images only; avoid copyrighted textbook screenshots.,,,,
"Airway, Intubation & Ventilator Essentials",Airway Protection: Not Just the Gag Reflex,airway-protection-not-gag-reflex,,,,,Airway anatomy / decision-flow schematic,,,,,,,"Original educational drawing: airway positioning, BVM seal, tube confirmation, or failed airway flow.",Use original SEG illustrations or licensed/open images only; avoid copyrighted textbook screenshots.,,,,
"Airway, Intubation & Ventilator Essentials",Patient Positioning for Airway Success,patient-positioning-airway-success,,,,,Airway anatomy / decision-flow schematic,,,,,,,"Original educational drawing: airway positioning, BVM seal, tube confirmation, or failed airway flow.",Use original SEG illustrations or licensed/open images only; avoid copyrighted textbook screenshots.,,,,
"Airway, Intubation & Ventilator Essentials",Oral and Nasal Airway Adjuncts,oral-nasal-airway-adjuncts,,,,,Airway anatomy / decision-flow schematic,,,,,,,"Original educational drawing: airway positioning, BVM seal, tube confirmation, or failed airway flow.",Use original SEG illustrations or licensed/open images only; avoid copyrighted textbook screenshots.,,,,
"Airway, Intubation & Ventilator Essentials",Suction and the Contaminated Airway,suction-contaminated-airway,,,,,Airway anatomy / decision-flow schematic,,,,,,,"Original educational drawing: airway positioning, BVM seal, tube confirmation, or failed airway flow.",Use original SEG illustrations or licensed/open images only; avoid copyrighted textbook screenshots.,,,,
"Airway, Intubation & Ventilator Essentials",Two-Person BVM Rescue,two-person-bvm-rescue,,,,,Airway anatomy / decision-flow schematic,,,,,,,"Original educational drawing: airway positioning, BVM seal, tube confirmation, or failed airway flow.",Use original SEG illustrations or licensed/open images only; avoid copyrighted textbook screenshots.,,,,
"Airway, Intubation & Ventilator Essentials",Supraglottic Airway Devices,supraglottic-airway-devices,,,,,Airway anatomy / decision-flow schematic,,,,,,,"Original educational drawing: airway positioning, BVM seal, tube confirmation, or failed airway flow.",Use original SEG illustrations or licensed/open images only; avoid copyrighted textbook screenshots.,,,,
"Airway, Intubation & Ventilator Essentials",Adult Front-of-Neck Access Concept,adult-front-of-neck-access,,,,,Airway anatomy / decision-flow schematic,,,,,,,"Original educational drawing: airway positioning, BVM seal, tube confirmation, or failed airway flow.",Use original SEG illustrations or licensed/open images only; avoid copyrighted textbook screenshots.,,,,
"Airway, Intubation & Ventilator Essentials",Pediatric Airway Differences,pediatric-airway-differences,,,,,Airway anatomy / decision-flow schematic,,,,,,,"Original educational drawing: airway positioning, BVM seal, tube confirmation, or failed airway flow.",Use original SEG illustrations or licensed/open images only; avoid copyrighted textbook screenshots.,,,,
"Airway, Intubation & Ventilator Essentials",Obese Airway and Ramping,obese-airway-ramping,,,,,Airway anatomy / decision-flow schematic,,,,,,,"Original educational drawing: airway positioning, BVM seal, tube confirmation, or failed airway flow.",Use original SEG illustrations or licensed/open images only; avoid copyrighted textbook screenshots.,,,,
"Airway, Intubation & Ventilator Essentials",The 7 Ps of RSI,seven-ps-of-rsi,,,,,RSI medication/sequence card,,,,,,,"Original infographic showing medication role, caution, and verification status.",Use original SEG illustrations or licensed/open images only; avoid copyrighted textbook screenshots.,,,,
"Airway, Intubation & Ventilator Essentials",Indications for Intubation,indications-for-intubation,,,,,Airway anatomy / decision-flow schematic,,,,,,,"Original educational drawing: airway positioning, BVM seal, tube confirmation, or failed airway flow.",Use original SEG illustrations or licensed/open images only; avoid copyrighted textbook screenshots.,,,,
"Airway, Intubation & Ventilator Essentials",Pre-Intubation Optimization,pre-intubation-optimization,,,,,Airway anatomy / decision-flow schematic,,,,,,,"Original educational drawing: airway positioning, BVM seal, tube confirmation, or failed airway flow.",Use original SEG illustrations or licensed/open images only; avoid copyrighted textbook screenshots.,,,,
"Airway, Intubation & Ventilator Essentials",Preoxygenation Methods,preoxygenation-methods,,,,,Airway anatomy / decision-flow schematic,,,,,,,"Original educational drawing: airway positioning, BVM seal, tube confirmation, or failed airway flow.",Use original SEG illustrations or licensed/open images only; avoid copyrighted textbook screenshots.,,,,
"Airway, Intubation & Ventilator Essentials",Etomidate for RSI,etomidate-for-rsi,,,,,RSI medication/sequence card,,,,,,,"Original infographic showing medication role, caution, and verification status.",Use original SEG illustrations or licensed/open images only; avoid copyrighted textbook screenshots.,,,,
"Airway, Intubation & Ventilator Essentials",Ketamine for RSI and DSI,ketamine-for-rsi-dsi,,,,,RSI medication/sequence card,,,,,,,"Original infographic showing medication role, caution, and verification status.",Use original SEG illustrations or licensed/open images only; avoid copyrighted textbook screenshots.,,,,
"Airway, Intubation & Ventilator Essentials",Propofol in Airway and Sedation,propofol-airway-sedation,,,,,RSI medication/sequence card,,,,,,,"Original infographic showing medication role, caution, and verification status.",Use original SEG illustrations or licensed/open images only; avoid copyrighted textbook screenshots.,,,,
"Airway, Intubation & Ventilator Essentials",Fentanyl in Airway and Sedation,fentanyl-airway-sedation,,,,,RSI medication/sequence card,,,,,,,"Original infographic showing medication role, caution, and verification status.",Use original SEG illustrations or licensed/open images only; avoid copyrighted textbook screenshots.,,,,
"Airway, Intubation & Ventilator Essentials",Succinylcholine for RSI,succinylcholine-rsi,,,,,RSI medication/sequence card,,,,,,,"Original infographic showing medication role, caution, and verification status.",Use original SEG illustrations or licensed/open images only; avoid copyrighted textbook screenshots.,,,,
"Airway, Intubation & Ventilator Essentials",Rocuronium for RSI,rocuronium-rsi,,,,,RSI medication/sequence card,,,,,,,"Original infographic showing medication role, caution, and verification status.",Use original SEG illustrations or licensed/open images only; avoid copyrighted textbook screenshots.,,,,
"Airway, Intubation & Ventilator Essentials",Post-Intubation Sedation and Analgesia,post-intubation-sedation-analgesia,,,,,Airway anatomy / decision-flow schematic,,,,,,,"Original educational drawing: airway positioning, BVM seal, tube confirmation, or failed airway flow.",Use original SEG illustrations or licensed/open images only; avoid copyrighted textbook screenshots.,,,,
"Airway, Intubation & Ventilator Essentials",Delayed Sequence Intubation Concept,delayed-sequence-intubation,,,,,Airway anatomy / decision-flow schematic,,,,,,,"Original educational drawing: airway positioning, BVM seal, tube confirmation, or failed airway flow.",Use original SEG illustrations or licensed/open images only; avoid copyrighted textbook screenshots.,,,,
"Airway, Intubation & Ventilator Essentials",Crash Airway,crash-airway,,,,,Airway anatomy / decision-flow schematic,,,,,,,"Original educational drawing: airway positioning, BVM seal, tube confirmation, or failed airway flow.",Use original SEG illustrations or licensed/open images only; avoid copyrighted textbook screenshots.,,,,
"Airway, Intubation & Ventilator Essentials",Awake Intubation Concept,awake-intubation-concept,,,,,Airway anatomy / decision-flow schematic,,,,,,,"Original educational drawing: airway positioning, BVM seal, tube confirmation, or failed airway flow.",Use original SEG illustrations or licensed/open images only; avoid copyrighted textbook screenshots.,,,,
"Airway, Intubation & Ventilator Essentials",Failed Airway Algorithm Draft,failed-airway-algorithm-draft,,,,,Airway anatomy / decision-flow schematic,,,,,,,"Original educational drawing: airway positioning, BVM seal, tube confirmation, or failed airway flow.",Use original SEG illustrations or licensed/open images only; avoid copyrighted textbook screenshots.,,,,
"Airway, Intubation & Ventilator Essentials",Cannot Intubate Cannot Oxygenate,cannot-intubate-cannot-oxygenate,,,,,Airway anatomy / decision-flow schematic,,,,,,,"Original educational drawing: airway positioning, BVM seal, tube confirmation, or failed airway flow.",Use original SEG illustrations or licensed/open images only; avoid copyrighted textbook screenshots.,,,,
"Airway, Intubation & Ventilator Essentials",Aspiration Risk During Airway Management,aspiration-risk-airway,,,,,Airway anatomy / decision-flow schematic,,,,,,,"Original educational drawing: airway positioning, BVM seal, tube confirmation, or failed airway flow.",Use original SEG illustrations or licensed/open images only; avoid copyrighted textbook screenshots.,,,,
"Airway, Intubation & Ventilator Essentials",Trauma Airway,trauma-airway,,,,,Airway anatomy / decision-flow schematic,,,,,,,"Original educational drawing: airway positioning, BVM seal, tube confirmation, or failed airway flow.",Use original SEG illustrations or licensed/open images only; avoid copyrighted textbook screenshots.,,,,
"Airway, Intubation & Ventilator Essentials",Burns and Inhalation Airway,burns-inhalation-airway,,,,,Airway anatomy / decision-flow schematic,,,,,,,"Original educational drawing: airway positioning, BVM seal, tube confirmation, or failed airway flow.",Use original SEG illustrations or licensed/open images only; avoid copyrighted textbook screenshots.,,,,
"Airway, Intubation & Ventilator Essentials",Angioedema and Anaphylaxis Airway,angioedema-anaphylaxis-airway,,,,,Airway anatomy / decision-flow schematic,,,,,,,"Original educational drawing: airway positioning, BVM seal, tube confirmation, or failed airway flow.",Use original SEG illustrations or licensed/open images only; avoid copyrighted textbook screenshots.,,,,
"Airway, Intubation & Ventilator Essentials",Massive Hemoptysis Airway,massive-hemoptysis-airway,,,,,Airway anatomy / decision-flow schematic,,,,,,,"Original educational drawing: airway positioning, BVM seal, tube confirmation, or failed airway flow.",Use original SEG illustrations or licensed/open images only; avoid copyrighted textbook screenshots.,,,,
"Airway, Intubation & Ventilator Essentials",Positive-Pressure Ventilation Physiology,positive-pressure-ventilation-physiology,,,,,Ventilator waveform / settings schematic,,,,,,,"Simple original schematic: ventilator mode/settings panel, pressure/flow waveform, or alarm workflow.",Use original SEG illustrations or licensed/open images only; avoid copyrighted textbook screenshots.,,,,
"Airway, Intubation & Ventilator Essentials",Initial Ventilator Settings Draft,initial-ventilator-settings-draft,,,,,Ventilator waveform / settings schematic,,,,,,,"Simple original schematic: ventilator mode/settings panel, pressure/flow waveform, or alarm workflow.",Use original SEG illustrations or licensed/open images only; avoid copyrighted textbook screenshots.,,,,
"Airway, Intubation & Ventilator Essentials",Assist-Control Volume Control,assist-control-volume-control,,,,,Ventilator waveform / settings schematic,,,,,,,"Simple original schematic: ventilator mode/settings panel, pressure/flow waveform, or alarm workflow.",Use original SEG illustrations or licensed/open images only; avoid copyrighted textbook screenshots.,,,,
"Airway, Intubation & Ventilator Essentials",Assist-Control Pressure Control,assist-control-pressure-control,,,,,Ventilator waveform / settings schematic,,,,,,,"Simple original schematic: ventilator mode/settings panel, pressure/flow waveform, or alarm workflow.",Use original SEG illustrations or licensed/open images only; avoid copyrighted textbook screenshots.,,,,
"Airway, Intubation & Ventilator Essentials",Pressure Support Ventilation,pressure-support-ventilation,,,,,Ventilator waveform / settings schematic,,,,,,,"Simple original schematic: ventilator mode/settings panel, pressure/flow waveform, or alarm workflow.",Use original SEG illustrations or licensed/open images only; avoid copyrighted textbook screenshots.,,,,
"Airway, Intubation & Ventilator Essentials",SIMV Basics,simv-basics,,,,,Ventilator waveform / settings schematic,,,,,,,"Simple original schematic: ventilator mode/settings panel, pressure/flow waveform, or alarm workflow.",Use original SEG illustrations or licensed/open images only; avoid copyrighted textbook screenshots.,,,,
"Airway, Intubation & Ventilator Essentials",CPAP vs BiPAP/NPPV,cpap-vs-bipap-nppv,,,,,Ventilator waveform / settings schematic,,,,,,,"Simple original schematic: ventilator mode/settings panel, pressure/flow waveform, or alarm workflow.",Use original SEG illustrations or licensed/open images only; avoid copyrighted textbook screenshots.,,,,
"Airway, Intubation & Ventilator Essentials",PEEP and FiO2 Logic,peep-and-fio2-logic,,,,,Ventilator waveform / settings schematic,,,,,,,"Simple original schematic: ventilator mode/settings panel, pressure/flow waveform, or alarm workflow.",Use original SEG illustrations or licensed/open images only; avoid copyrighted textbook screenshots.,,,,
"Airway, Intubation & Ventilator Essentials",ARDS Lung-Protective Ventilation,ards-lung-protective-ventilation,,,,,Ventilator waveform / settings schematic,,,,,,,"Simple original schematic: ventilator mode/settings panel, pressure/flow waveform, or alarm workflow.",Use original SEG illustrations or licensed/open images only; avoid copyrighted textbook screenshots.,,,,
"Airway, Intubation & Ventilator Essentials",Asthma/COPD Ventilation,asthma-copd-ventilation,,,,,Ventilator waveform / settings schematic,,,,,,,"Simple original schematic: ventilator mode/settings panel, pressure/flow waveform, or alarm workflow.",Use original SEG illustrations or licensed/open images only; avoid copyrighted textbook screenshots.,,,,
"Airway, Intubation & Ventilator Essentials",Metabolic Acidosis and Intubation Danger,metabolic-acidosis-intubation-danger,,,,,Ventilator waveform / settings schematic,,,,,,,"Simple original schematic: ventilator mode/settings panel, pressure/flow waveform, or alarm workflow.",Use original SEG illustrations or licensed/open images only; avoid copyrighted textbook screenshots.,,,,
